CD_CVM	DENOM_SOCIAL	DENOM_COMERC	SETOR_ATIV	PF_PJ	CNPJ	DT_REG	DT_CONST	DT_CANCEL	MOTIVO_CANCEL	SIT_REG	DT_INI_SIT	SIT_EMISSOR	DT_INI_SIT_EMISSOR	CATEG_REG	DT_INI_CATEG	AUDITOR	CNPJ_AUDITOR	TP_ENDER	LOGRADOURO	COMPL	BAIRRO	CIDADE	UF	PAIS	CD_POSTAL	TEL	FAX	EMAIL	TP_RESP	RESP	DT_INI_RESP	LOGRADOURO_RESP	COMPL_RESP	BAIRRO_RESP	CIDADE_RESP	UF_RESP	PAIS_RESP	CEP_RESP	TEL_RESP	FAX_RESP	EMAIL_RESP	TP_MERC
16306	ROSSI RESIDENCIAL SA	ROSSI RESIDENCIAL	Construção Civil, Mat. Constr. e Decoração	PJ	61065751000180	01/07/1997	01/01/1980			ATIVO	01/07/1997	FASE OPERACIONAL	01/07/1997	Categoria A	01/01/2010	GRANT THORNTON AUDITORES INDEPENDENTES	10830108000165	SEDE	Rua Alexandre Dumas 1711 - Edificio Birmann 12	3° andar	Chac. Santo Antonio	SÃO PAULO	SP	BRASIL		(11) 40582502	(11) 40582100	cassioaudi@rossiresidencial.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	FERNANDO MIZIARA DE MATTOS CUNHA	16/08/2015	RUA ALEXANDRE DUMAS	1711, 3º ANDAR	CHAC. SANTO ANTÔNIO	SÃO PAULO	SP		4717911	(11) 40582502	(0) 0	ri@rossiresidencial.com.br	BOLSA
15989	ROSSI SECURITIES SA	ROSSI SECURITIES	SEGURADORAS E CORRETORAS	PJ	1535646000136	23/12/1996		15/06/2000	ATENDIMENTO AS NORMAS DA INSTR CVM 229/95	CANCELADA	15/06/2000					ARTHUR ANDERSEN BIEDERMANN A I	44038248000117	SEDE	R GOMES CARVALHO 1195 TERREO		VILA OLIMPIA	SÃO PAULO	SP	BRASIL		(11) 30400100	(11) 8297969	p1100@ibm.net	DIRETOR DE RELAÇÕES COM INVESTIDORES	JOSE PAIM DE ANDRADE JUNIOR	23/12/1996	R GOMES CARVALHO 1195 TERREO		VILA OLIMPIA	SÃO PAULO	SP		4547004	(11) 30400100	(11) 8297969	p1100@ibm.net	
23787	RR CASA DE INVESTIMENTOS E PARTICIPAÇÕES S.A.	RR CASA DE INVESTIMENTOS E PARTICIPAÇÕES S.A.	Emp. Adm. Part. - Energia Elétrica	PJ	22131736000131	08/12/2015	26/01/2015	22/06/2016	Cancelamento Voluntário - IN CVM 480/09	CANCELADA	22/06/2016	FASE OPERACIONAL	07/10/2015	Categoria A	07/10/2015	DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES	49928567000111	SEDE	Avenida Roque Petroni Junior, 1.089, 11º andar	sala 1.104	Jardim das Acácias	SÃO PAULO	SP	BRASIL		(11) 39579400	(11) 39579404	daniel@casadegestao.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	DANIEL TERUO FAMANO	31/05/2015	AV ROQUE PETRONI JÚNIOR, 1.089	11º AND SALA 1104	JARDIM DAS ACÁCIAS	SÃO PAULO	SP		4707000	(11) 39579400	(11) 39579404	ri@rrcasa.com.br	
18856	RRSPE EMPRENDIMENTOS E PARTICIPAÇÕES S/A	RRSPE	EMP. ADM. PARTICIPAÇÕES	PJ	3765375000130	16/01/2001	06/04/2000	29/12/2004	ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02	CANCELADA	29/12/2004					GLOBAL AUDITORES INDEPENDENTES	3423123000123	SEDE	RUA VISCONDE DE PIRAJÁ, 608/40	3/404	IPANEMA	RIO DE JANEIRO	RJ	BRASIL		(21) 22397755	(21) 32040456	jesiel@niesa.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	RENATO RIBEIRO DE ANDRADE BOTELHO	16/01/2001	RUA VISCONDE DE PIRAJÁ, 608/40	3-404	IPANEMA	RIO DE JANEIRO	RJ		22410002	(21) 25407272	(21) 32020256	renato.botelho@niesa.com.br	
10170	RUBERTEX COM E INDUSTRIA SA	RUBERTEX	Petroquímicos e Borracha	PJ	4925301000187	20/07/1977		22/03/2005	CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98	CANCELADA	22/03/2005							SEDE	RUA JOSE BONIFACIO 209 S/ 1005		SE	BELÉM	PA	BRASIL		(91) 2225013																BALCÃO NÃO ORGANIZADO
24538	RUGE SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.	RUGE SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.	SECURITIZAÇÃO DE RECEBÍVEIS	PJ	21976484000189	17/09/2018	02/02/2015			ATIVO	17/09/2018	FASE OPERACIONAL	26/07/2018	Categoria B	17/09/2018	KPMG AUDITORES INDEPENDENTES	57755217000129	SEDE	R INÁCIO PEREIRA DA ROCHA 514		PINHEIROS	SÃO PAULO	SP	BRASIL		(11) 35300862	(11) 35300862	ri@geru.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	VICTORIA DE SÁ	03/04/2019	RUA CARDEAL ARCOVERDE, 2365	7º ANDAR	PINHEIROS	SÃO PAULO			5407003	(11) 3385180	(0) 0	ri@rugesec.com.br	
23450	RUMO LOGÍSTICA OPERADORA MULTIMODAL S.A.	RUMO LOGÍSTICA OPERADORA MULTIMODAL S.A.	Serviços Transporte e Logística	PJ	71550388000142	07/08/2014	13/12/1993	19/12/2016	ELISÃO POR INCORPORAÇÃO	CANCELADA	19/12/2016	FASE OPERACIONAL	03/04/2014	Categoria A	03/04/2014	PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES	61562112000120	SEDE	Avenida Presidente Juscelino Kubitschek nº 1327	2o. Andar	Vila Nova Conceição	SÃO PAULO	SP	BRASIL		(11) 38979797	(11) 38979797	ir@rumolog.com	DIRETOR DE RELAÇÕES COM INVESTIDORES	JOSÉ CEZÁRIO MENEZES DE BARROS SOBRINHO	03/03/2015	AV. PRES. JUCELINO  KUBITSC.	Nº 1327/ 4º AND	VILA NOVA CONCEIÇÃO	SÃO PAULO	SP		4543011	(11) 38979797	(0) 38979798	ir@rumolog.com	
15300	RUMO MALHA NORTE S.A.	ALL - AMÉRICA LATINA LOGÍSTICA MALHA NORTE S.A.	Serviços Transporte e Logística	PJ	24962466000136	27/12/1995	22/09/1988			ATIVO	27/12/1995	FASE OPERACIONAL	31/03/2001	Categoria A	01/01/2010	KPMG AUDITORES INDEPENDENTES	57755217000129	SEDE	Rua B, S/Nº, Rodovia BR 163 Km 95, Lote 1A - Sala 01	Rondonópolis	n.a.	RONDONÓPOLIS	MT	BRASIL		(41) 21417555	(41) 21417459	ir@rumolog.com	DIRETOR DE RELAÇÕES COM INVESTIDORES	RICARDO LEWIN	31/08/2017	EMILIO BERTOLINI, 100	N/A	CAJURU	CURITIBA			82920030	(041) 21417555	(041) 33656566	ir@rumolog.com	BALCÃO ORGANIZADO
17850	RUMO MALHA OESTE S.A.	ALL - AMÉRICA LATINA LOGÍSTICA MALHA OESTE S.A.	Serviços Transporte e Logística	PJ	39115514000128	20/10/1998	28/08/1990			ATIVO	20/10/1998	FASE OPERACIONAL	20/10/1998	Categoria B	01/01/2010	KPMG AUDITORES INDEPENDENTES	57755217000129	SEDE	Av. Brigadeiro Faria Lima, 4.100,	15º Andar, Sala 04	Vila Nova Conceição	SÃO PAULO	SP	BRASIL		(41) 21417555	(41) 33656566	ir@all-logistica.com	DIRETOR DE RELAÇÕES COM INVESTIDORES	RACARDO LEWIN	31/08/2017	EMILIO BERTOLINI, 100	N/A	CAJURU	CURITIBA			82920030	(041) 21417555	(041) 33656566	ir@rumolog.com	BOLSA
17930	RUMO MALHA PAULISTA S.A.	ALL - AMÉRICA LATINA LOGÍSTICA MALHA PAULISTA S.A.	Serviços Transporte e Logística	PJ	2502844000166	12/11/1998	01/04/1998			ATIVO	12/11/1998	FASE OPERACIONAL	31/12/2000	Categoria B	01/01/2010	KPMG AUDITORES INDEPENDENTES	57755217000129	SEDE	Av. Brigadeiro Faria Lima, 4.100,	15º Andar, Sala 04	Vila Nova Conceição	SÃO PAULO	SP	BRASIL		(41) 21417555	(41) 33656566	ir@all-logistica.com	DIRETOR DE RELAÇÕES COM INVESTIDORES	RICARDO LEWIN	31/08/2017	EMILIO BERTOLINI, 100	N/A	CAJURU	CURITIBA			82920030	(041) 21417555	(041) 33656566	ir@rumolog.com	BALCÃO ORGANIZADO
15709	RUMO MALHA SUL S.A.	ALL - AMÉRICA LATINA LOGÍSTICA MALHA SUL S.A.	Serviços Transporte e Logística	PJ	1258944000126	29/08/1996	30/04/1996			ATIVO	29/08/1996	FASE OPERACIONAL	29/08/1996	Categoria B	01/01/2010	KPMG AUDITORES INDEPENDENTES	57755217000129	SEDE	Rua Emílio Bertolini	100	Cajuru	CURITIBA	PR	BRASIL		(41) 21417555	(41) 21416566	ir@all-logistica.com	DIRETOR DE RELAÇÕES COM INVESTIDORES	RICARDO LEWIN	31/08/2018	EMILIO BERTOLINI, 100	N/A	CAJURU	CURITIBA			82920030	(041) 21417555	(041) 33656566	ir@rumolog.com	BALCÃO NÃO ORGANIZADO
17450	RUMO S.A.	ALL - AMÉRICA LATINA LOGÍSTICA S.A.	Emp. Adm. Part. - Serviços Transporte e Logística	PJ	2387241000160	02/07/1998	30/09/1997			ATIVO	02/07/1998	FASE OPERACIONAL	31/03/2001	Categoria A	01/01/2010	ERNST & YOUNG AUDITORES INDEPENDENTES S/S	61366936000125	SEDE	Rua Emílio Bertolini	100	Cajuru	CURITIBA	PR	BRASIL		(41) 21417555	(41) 33656566	ir@rumoall.com	DIRETOR DE RELAÇÕES COM INVESTIDORES	RICARDO LEWIN	31/08/2017	EMILIO BERTOLINI, 100	N/A	CAJURU	CURITIBA			82920030	(041) 21417555	(041) 33656566	ir@rumolog.com	BOLSA
15296	RURAL LEASING SA ARREND MERC	RURAL LEASING S.A.ARRENDAMENTO MERCANTIL	ARRENDAMENTO MERCANTIL	PJ	60582608000101	27/12/1995	05/08/1980	23/05/2006	ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02	CANCELADA	23/05/2006					DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES	49928567000111	SEDE	RUA RIO DE JANEIRO, 927 - 13º	ANDAR	CENTRO	BELO HORIZONTE	MG	BRASIL		(31) 32395177	(31) 32245558	suopebh@rural.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	PLAUTO GOUVEA	27/12/1995	RUA RIO DE JANEIRO, 927 - 13º	ANDAR	CENTRO	BELO HORIZONTE	MG		30160041	(31) 32395177	(31) 32245558	Telmaco@rural .com.br	
11681	S.A. (VIAÇÃO AÉREA RIO-GRANDENSE) - FALIDA	VAGV	Serviços Transporte e Logística	PJ	92772821000164	20/07/1977	07/05/1927	04/01/2011	Cancelamento de ofício - IN CVM 480/09	CANCELADA	04/01/2011	FALIDA	20/08/2010	Categoria A	01/01/2010	KPMG AUDITORES ASSOCIADOS	52803244000106	SEDE	RUA: 18 DE NOVEMBRO, 800 - 2O	ANDAR.	NAVEGANTES	PORTO ALEGRE	RS	BRASIL		(51) 3587039	(51) 3587001	gestorjudicial@voenordeste.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	GUSTAVO BANHO LICKS	21/06/2010	ESTRADA DO GALEãO, Nº 3200		ILHA DO GOVERNADOR	RIO DE JANEIRO	RJ		21941352	(21) 37170355	(213) 37170392	ADMINISTRADOR.JUDICIAL@VOEFLEX.COM.BR	BOLSA
15350	S.A.V.SA	S.A.V.	EMP. ADM. PARTICIPAÇÕES	PJ	982476000175	26/01/1996		15/06/2000	ATENDIMENTO AS NORMAS DA INSTR CVM 229/95	CANCELADA	15/06/2000					AUDIACTO AUDITORES INDEPENDENTES SS	1359582000160	SEDE	AV REPUBLICA ARGENTINA 1927		AGUA VERDE	CURITIBA	PR	BRASIL		(41) 2442284	(41) 2442284	shopping.aguaverde@softone.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	EMILIA GROSSMAN	26/01/1996	AV REPUBLICA ARGENTINA 1927		AGUA VERDE	CURITIBA	PR		80310100	(41) 2442284	(41) 2442284	shopping.aguaverde@softone.com.br	BALCÃO NÃO ORGANIZADO
17809	S.F.S.P.V. EMPRS E PARTS SA	S.F.S.P.V.	EMP. ADM. PARTICIPAÇÕES	PJ	2220855000153	02/10/1998	17/10/1997	21/07/1999	ELISÃO POR TRANSFORMAÇÃO	CANCELADA	21/07/1999					DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES	49928567000111	SEDE	R.PEDROSO DE MORAES N.433/16		PINHEIROS	SÃO PAULO	SP	BRASIL		(11) 8700888	(11) 8163245	scustodi@mandic.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	ALFREDO RAUL GUILHERMO MUTTO	02/10/1998	R.PEDROSO DE MORAES N.433/16		PINHEIROS	SÃO PAULO	SP		5419000	(11) 8700888	(11) 8163245	scustodi@mandic.com.br	BOLSA
17817	S.P.E.L. EMPREENDIMENTOS E PARTICIP. S.A	S.P.E.L. EMPREENDIMENTOS E PARTICIP. S.A	Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração	PJ	2250726000108	02/10/1998	17/10/1997	31/12/2005	ELISÃO POR INCORPORAÇÃO	CANCELADA	31/12/2005					KPMG AUDITORES ASSOCIADOS	52803244000106	SEDE	RUA PAMPLONA, 818	CONJ. 92	JD. PAULISTA	SÃO PAULO	SP	BRASIL		(011) 31294955	(011) 31315535	valdo.gomes@gp.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	FERSEN LAMAS LAMBRANHO	02/10/1998	AV. BRIG. FARIA LIMA, 3900	7º ANDAR	ITAIM BIBI	SÃO PAULO	SP		4538132	(11) 31315555	(11) 31315535	MARA.ELISA@GP.COM.BR	BOLSA
10189	SA BRASILEIRA IND OTICA SABIO	SABIO	Máquinas, Equipamentos, Veículos e Peças	PJ	10782548000194	20/07/1977		09/08/2005	CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98	CANCELADA	09/08/2005					AUDIMEC AUDITORES INDEPENDENTES S/S - EPP	11254307000135	SEDE	ROD BR 408 KM 50 S/Nº		CARPINA	CARPINA	PE	BRASIL		(81) 6210055			DIRETOR DE RELAÇÕES COM INVESTIDORES	CLOVIS PIMENTEL DE LYRA	20/07/1977	RODOVIA BR 408 KM 50			CARPINA	PE		55810000	(81) 6210055			BALCÃO NÃO ORGANIZADO
10197	SA CONFECCOES BRAS SABRA	SABRA	TEXTIL E VESTUÁRIO	PJ	10074623000162	21/10/1976	20/08/1974	20/04/1999	ELISÃO POR TRANSFORMAÇÃO	CANCELADA	20/04/1999					ADJANITS FALCÃO VILLAR	1847678491	SEDE	R MARIA DOMITILA 376 4AND BRAZ			SÃO PAULO	SP	BRASIL		(11) 2297694	(11) 2297694		DIRETOR DE RELAÇÕES COM INVESTIDORES	FAUZI NACLE HAMUCHE	21/10/1976	RODOVIA BR 232 - KM 134			RECIFE	PE		55000000	(81) 7229000	(0081) 7229090		BOLSA
10200	SA CORTUME CARIOCA	CORTUME CARIOCA	TEXTIL E VESTUÁRIO	PJ	33132275000138	28/05/1981		25/11/1987	ATENDIMENTO AS NORMAS DA INSTR CVM 03/78	CANCELADA	25/11/1987					BDO BINDER & CIA SC AUD INDEP	42354779000193	SEDE	RUA QUITO, 227			RIO DE JANEIRO	RJ	BRASIL		(21) 22806622			DIRETOR DE RELAÇÕES COM INVESTIDORES	ERNEST FERDINAND GYGER	28/05/1981	RUA QUITO, 227			RIO DE JANEIRO	RJ		21022000	(21) 2806622			BALCÃO NÃO ORGANIZADO
10219	SA ENGEFUSA	ENGEFUSA	Construção Civil, Mat. Constr. e Decoração	PJ	33040437000108	20/07/1977		20/12/2005	CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98	CANCELADA	20/12/2005							SEDE	R SANTA LUZIA 799 16 ANDAR		CENTRO	RIO DE JANEIRO	RJ	BRASIL		(21) 22620298			DIRETOR DE RELAÇÕES COM INVESTIDORES	CARLOS DA SILVA	20/07/1977	R DO ALHO 303			RIO DE JANEIRO	RJ		21010000	(21) 2707641			BALCÃO NÃO ORGANIZADO
10227	SA FABRICA PRODS ALIMCS VIGOR	VIGOR	ALIMENTOS	PJ	61116331000186	21/02/1984	30/12/1926	20/02/2009	ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02	CANCELADA	20/02/2009					DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES	49928567000111	SEDE	RUA JOAQUIM CARLOS, 396		BELENZINHO	SÃO PAULO	SP	BRASIL		(11) 60995655	(11) 2929234	vvr@vigor.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	NELSON AMBRA CASTRO JUNIOR	28/12/2006	RUA JOAQUIM CARLOS, 396		BELENZINHO	SÃO PAULO	SP		3019900	(11) 27995813	(11) 22929234	CASTRO@VIGOR.COM.BR	BOLSA
12726	SA MARVIN	MARVIN	METALURGIA E SIDERURGIA	PJ	30751887000110	26/03/1986		17/06/1993	ELISÃO POR INCORPORAÇÃO	CANCELADA	17/06/1993					DIRECTA AUDITORES	11245719000109	SEDE	RUA SETE DE SETEMBRO 99 SUB			RIO DE JANEIRO	RJ	BRASIL		(21) 22762439			DIRETOR DE RELAÇÕES COM INVESTIDORES	AFONSO CELSO DA CUNHA SERRA	26/03/1986	R SETE DE SETEMBRO 99 SUB SL			RIO DE JANEIRO	RJ		20010000	(21) 2762439			BOLSA
10260	SA MINERACAO DA TRINDADE	SAMITRI	EXTRAÇÃO MINERAL	PJ	17179391000156	16/09/1969		16/10/2000	ATENDIMENTO AS NORMAS DA INSTR CVM 229/95	CANCELADA	16/10/2000					PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES	61562112000120	SEDE	AV CARANDAI Nº 1115/10º E 13º		FUNCIONARIOS	BELO HORIZONTE	MG	BRASIL		(31) 2191122	(31) 2268285	tecninfo@samitri.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	MARY DE CARVALHO KOENIGKAM	16/09/1969	AV CARANDAI  Nº 1115/13º ANDAR		FUNCIONARIOS	BELO HORIZONTE	MG		30130915	(31) 2191562	(31) 2268285	tecinfo@samitri.com.br	
13196	SA MINERACAO DE AMIANTO	SAMA	EXTRAÇÃO MINERAL	PJ	15104599000180	03/07/1987		23/08/1989	ATENDIMENTO AS NORMAS DA INSTR CVM 03/78	CANCELADA	23/08/1989					PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES	61562112000120	SEDE	AV. PAULISTA 2202 8 ANDAR			SÃO PAULO	SP	BRASIL		(11) 2851644			DIRETOR DE RELAÇÕES COM INVESTIDORES	SERGIO ALEXANDRE MELLEIRO	03/07/1987	AV PAULISTA 2202/2 SL			SÃO PAULO	SP		1310000	(11) 2851644			BALCÃO NÃO ORGANIZADO
10294	SA WHITE MARTINS	WHITE MARTINS	EMP. ADM. PARTICIPAÇÕES	PJ	33000571000185	15/05/1969		26/05/2000	ATENDIMENTO AS NORMAS DA INSTR CVM 229/95	CANCELADA	26/05/2000					PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES	61562112000120	SEDE	RUA MAYRING VEIGA 9 - 27 ANDAR		CENTRO	RIO DE JANEIRO	RJ	BRASIL		(21) 25886193	(21) 25886211		DIRETOR DE RELAÇÕES COM INVESTIDORES	JULIO CESAR CASSANO	15/05/1969	RUA SETE DE SETEMBRO 99 S/SOLO			RIO DE JANEIRO	RJ		20000000	(21) 5886193	(0021) 5886211		BOLSA
22756	SAAG INVESTIMENTOS S.A.	SAAG INVESTIMENTOS S.A.	Emp. Adm. Part. - Telecomunicações	PJ	11616840000108	01/03/2012	25/02/2010	21/10/2014	Cancelamento Voluntário - IN CVM 480/09	CANCELADA	21/10/2014	FASE OPERACIONAL	01/03/2012	Categoria A	14/09/2010	KPMG AUDITORES ASSOCIADOS	52803244000106	SEDE	Rua dos Pampas	Nº 586 / sala06	Prado	BELO HORIZONTE	MG	BRASIL		(31) 32538779	(31) 32538785	marina.rocha@agnet.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	LUIZ OTAVIO MOURÃO	31/03/2010	AV. DO CONTORNO, 8123		CIDADE JARDIM	BELO HORIZONTE	MG		30110062	(31) 32906699	(31) 32906646	pedro.berto@agnet.com.br	BALCÃO ORGANIZADO (CETIP)
24490	SABER SERVIÇOS EDUCACIONAIS S.A.	SABER SERVIÇOS EDUCACIONAIS S.A.	EDUCAÇÃO	PJ	3818379000130	13/08/2018	15/05/2000			ATIVO	13/08/2018	FASE OPERACIONAL	14/06/2018	Categoria B	14/06/2018	PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES	61562112000120	SEDE	RUA SANTA MADALENA SOFIA, 25	4º ANDAR	VILA PARIS	BELO HORIZONTE	MG	BRASIL		(011) 31337800	(011) 31337800	dri@kroton.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	CARLOS ALBERTO BOLINA LAZAR	06/06/2018	AV. PAULISTA, 1106	10º ANDAR	BELA VISTA	SÃO PAULO	SP		1310100	(0) 0	(0) 0	dri@kroton.com.br	
10308	SADIA AVICOLA SA	SADIA AVICOLA	ALIMENTOS	PJ	83313205000154	12/03/1975		21/05/1987	ELISÃO POR INCORPORAÇÃO	CANCELADA	21/05/1987					SOTEC AUD AUDITORES INDEP SC	60614377000162	SEDE	EST.CHAPECO,SAO CARLOS, 3600			CHAPECÓ	SC	BRASIL		(0497) 220611			DIRETOR DE RELAÇÕES COM INVESTIDORES	LUIZ FERNANDO FURLAN	12/03/1975	AL TOCANTINS 525			BARUERI	SP		6400000	(11) 4212433			BOLSA
10316	SADIA CONCORDIA SA IND E COM	SADIA CONCORDIA	ALIMENTOS	PJ	83568147000100	20/07/1977		27/08/1998	ELISÃO POR INCORPORAÇÃO	CANCELADA	27/08/1998					ERNST & YOUNG AUDITORES INDEPENDENTES S/S	61366936000125	SEDE	R FORTUNATO FERRAZ 659/1º		VILA ANASTACIO	SÃO PAULO	SP	BRASIL		(11) 36493370	(11) 36491535		DIRETOR DE RELAÇÕES COM INVESTIDORES	JOSE FERNANDO MONTEIRO ALVES	20/07/1977	RUA FORTUNADO FERRAZ 659/1º			SÃO PAULO	SP		5093901	(11) 36493370	(0011) 36491535		BOLSA
10332	SADIA SA	SADIA SA	ALIMENTOS	PJ	3906591000159	17/12/1981		29/12/2000	ELISÃO POR INCORPORAÇÃO	CANCELADA	29/12/2000					ERNST & YOUNG AUDITORES INDEPENDENTES S/S	61366936000125	SEDE	R SENADOR ATTÍLIO FONTANA, 86		CENTRO	CONCÓRDIA	SC	BRASIL		(49) 4443000	(49) 4443001		DIRETOR DE RELAÇÕES COM INVESTIDORES	LUIZ GONZAGA MURAT JUNIOR	17/12/1981	R FORTUNATO FERRAZ, 659		VILA ANASTÁCIO	SÃO PAULO	SP		5093901	(11) 36493465	(0011) 36491535	http://www.sadia.com.br	BOLSA
18848	SADIA SA	SADIA	ALIMENTOS	PJ	20730099000194	27/12/2000	31/08/2000	04/11/2009	ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02	CANCELADA	04/11/2009					KPMG AUDITORES INDEPENDENTES	57755217000129	SEDE	RUA SENADOR ATTÍLIO FONTANA, 8	6	CENTRO	CONCÓRDIA	SC	BRASIL		(49) 4443000	(49) 4443001	www.sadia.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	JOSé LUIS MAGALHãES SALAZAR	14/05/2009	RUA FORTUNATO FERRAZ	659	VILA ANASTáCIO	SÃO PAULO	SP		5093901	(11) 21133555	(11) 21131935	JOSE.SALAZAR@SADIA.COM.BR	BOLSA
7048	SADOKIN SA ELETRICA ELETRONICA	SADOKIN	METALURGIA E SIDERURGIA	PJ	49039936000115	30/11/1957		18/12/1998	ATENDIMENTO AS NORMAS DA INSTR CVM 229/95	CANCELADA	18/12/1998					HIDAKA & ASSOCIADOS AUD IND SC	45702495000139	SEDE	AV LIBERDADE, 47 - 1 ANDAR			SÃO PAULO	SP	BRASIL		(11) 31071481	(11) 31067453		DIRETOR DE RELAÇÕES COM INVESTIDORES	OSVALDO HARUKI TANAKA	30/11/1957	AV CHIYO YAMAMOTO 353			GUARULHOS	SP		7160000	(11) 31071481	(0011) 31067453		BOLSA
20400	SAFRA COMPANHIA SECURITIZADORA DE CREDITOS IMOBILIARIOS	SAFRA CIA SECURITIZADORA	SECURITIZAÇÃO DE RECEBÍVEIS	PJ	8140464000105	20/12/2006	01/06/2006	27/10/2011	Cancelamento Voluntário - IN CVM 480/09	CANCELADA	27/10/2011	FASE PRÉ-OPERACIONAL	20/12/2006	Categoria B	01/01/2010	PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES	61562112000120	SEDE	Avenida Paulista, nº. 2100	6º andar	Cerqueira César	SÃO PAULO	SP	BRASIL		(11) 31758627	(11) 31757062	stjs@safra.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	JOÃO INÁCIO PUGA	23/04/2008	AVENIDA PAULISTA, 2100		CERQUEIRA CESAR	SÃO PAULO	SP		1310930	(11) 31757309	(11) 31757062	stjs@safra.com.br	BALCÃO NÃO ORGANIZADO
10847	SAFRA HOLDING SA	SAFRA HOLDING	EMP. ADM. PARTICIPAÇÕES	PJ	43338730000100	16/07/1982		27/12/1990	ENQUADRAMENTO EXCEÇÕES DA INSTR. CVM 03/78	CANCELADA	27/12/1990					DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES	49928567000111	SEDE	AV PAULISTA 2100 12 ANDAR			SÃO PAULO	SP	BRASIL		(11) 2517211			DIRETOR DE RELAÇÕES COM INVESTIDORES	EZRA SAFRA	16/07/1982	AV PAULISTA 2100 PISO AUGUSTA			SÃO PAULO	SP		1310000	(11) 2517018			BALCÃO NÃO ORGANIZADO
10340	SAFRA LEASING SA ARRENDAMENTO  MERCANTIL	ARRENDAMENTO MERCANTIL	ARRENDAMENTO MERCANTIL	PJ	62063177000194	24/06/1981		13/02/1990	ATENDIMENTO AS NORMAS DA INSTR CVM 03/78	CANCELADA	13/02/1990					TOUCHE ROSS & CIA SC AUD INDEP	61330163000127	SEDE	Avenida Paulista		Cerqueira César	SÃO PAULO	SP	BRASIL		(11) 31758177		juridico.societario@safra.com.br														BALCÃO NÃO ORGANIZADO
14184	SAFRA LEASING SA ARRENDAMENTO  MERCANTIL	ARRENDAMENTO MERCANTIL	ARRENDAMENTO MERCANTIL	PJ	62063177000194	21/09/1993	03/04/1968	29/08/2003	ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02	CANCELADA	29/08/2003					PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES	61562112000120	SEDE	Avenida Paulista		Cerqueira César	SÃO PAULO	SP	BRASIL		(11) 31758177		juridico.societario@safra.com.br														
19844	SAFRA LEASING SA ARRENDAMENTO  MERCANTIL	ARRENDAMENTO MERCANTIL	ARRENDAMENTO MERCANTIL	PJ	62063177000194	27/10/2005	21/09/1993	17/01/2019	Cancelamento Voluntário - IN CVM 480/09	CANCELADA	17/01/2019	FASE OPERACIONAL	27/10/2005	Categoria B	01/01/2010	DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES	49928567000111	SEDE	Avenida Paulista		Cerqueira César	SÃO PAULO	SP	BRASIL		(11) 31758177		juridico.societario@safra.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	SILVIO APARECIDO DE CARVALHO	13/12/2010	AVENIDA PAULISTA		CERQUEIRA CÉSAR	SÃO PAULO	SP		1310930	(11) 31758627		juridico.societario@safra.com.br	BALCÃO NÃO ORGANIZADO
